trial,production,response_time
1499,P10,0.2
1500,P10,0.2
1501,P10,0.2
1502,P10,0.2
1503,P10,0.2
1504,P10,0.2
1505,P10,0.2
1506,P10,0.2
1507,P10,0.2
1508,P10,0.2
1509,P10,0.2
1510,P10,0.2
1511,P10,0.2
1512,P10,0.2
1513,P10,0.2
1514,P10,0.2
1515,P10,0.2
1516,P10,0.2
1517,P10,0.2
1518,P10,0.2
1519,P10,0.2
1520,P10,0.2
1521,P10,0.2
1522,P10,0.2
1523,P10,0.2
1524,P10,0.2
1525,P10,0.2
1526,P10,0.2
1527,P10,0.2
1528,P10,0.2
1529,P10,0.2
1530,P10,0.2
1531,P10,0.2
1532,P10,0.2
1533,P10,0.2
1534,P10,0.2
1535,P10,0.2
1536,P10,0.2
1537,P10,0.2
1538,P10,0.2
1539,P10,0.2
1540,P10,0.2
1541,P10,0.2
1542,P10,0.2
1543,P10,0.2
1544,P10,0.2
1545,P10,0.2
1546,P10,0.2
1547,P10,0.2
1548,P10,0.2
1549,P10,0.2
1550,P10,0.2
1551,P10,0.2
1552,P10,0.2
1553,P10,0.2
1554,P10,0.2
1555,P10,0.2
1556,P10,0.2
1557,P10,0.2
1558,P10,0.2
1559,P10,0.2
1560,P10,0.2
1561,P10,0.2
1562,P10,0.2
1563,P10,0.2
1564,P10,0.2
1565,P10,0.2
1566,P10,0.2
1567,P10,0.2
1568,P10,0.2
1569,P10,0.2
1570,P10,0.2
1571,P10,0.2
1572,P10,0.2
1573,P10,0.2
1574,P10,0.2
1575,P10,0.2
1576,P10,0.2
1577,P10,0.2
1578,P10,0.2
1579,P10,0.2
1580,P10,0.2
1581,P10,0.2
1582,P10,0.2
1583,P10,0.2
1584,P10,0.2
1585,P10,0.2
1586,P10,0.2
1587,P10,0.2
1588,P10,0.2
1589,P10,0.2
1590,P10,0.2
1591,P10,0.2
1592,P10,0.2
1593,P10,0.2
1594,P10,0.2
1595,P10,0.2
1596,P10,0.2
1597,P10,0.2
1598,P10,0.2
1599,P10,0.2
1600,P10,0.2
1601,P10,0.2
1602,P10,0.2
1603,P10,0.2
1604,P10,0.2
1605,P10,0.2
1606,P10,0.2
1607,P10,0.2
1608,P10,0.2
1609,P10,0.2
1610,P10,0.2
1611,P10,0.2
1612,P10,0.2
1613,P10,0.2
1614,P10,0.2
1615,P10,0.2
1616,P10,0.2
1617,P10,0.2
1618,P10,0.2
1619,P10,0.2
1620,P10,0.2
1621,P10,0.2
1622,P10,0.2
1623,P10,0.2
1624,P10,0.2
1625,P10,0.2
1626,P10,0.2
1627,P10,0.2
1628,P10,0.2
1629,P10,0.2
1630,P10,0.2
1631,P10,0.2
1632,P10,0.2
1633,P10,0.2
1634,P10,0.2
1635,P10,0.2
1636,P10,0.2
1637,P10,0.2
1638,P10,0.2
1639,P10,0.2
1640,P10,0.2
1641,P10,0.2
1642,P10,0.2
1643,P10,0.2
1644,P10,0.2
1645,P10,0.2
1646,P10,0.2
1647,P10,0.2
1648,P10,0.2
1649,P10,0.2
1650,P10,0.2
1651,P10,0.2
1652,P10,0.2
1653,P10,0.2
1654,P10,0.2
1655,P10,0.2
1656,P10,0.2
1657,P10,0.2
1658,P10,0.2
1659,P10,0.2
1660,P10,0.2
1661,P10,0.2
1662,P10,0.2
1663,P10,0.2
1664,P10,0.2
1665,P10,0.2
1666,P10,0.2
1667,P10,0.2
1668,P10,0.2
1669,P10,0.2
1670,P10,0.2
1671,P10,0.2
1672,P10,0.2
1673,P10,0.2
1674,P10,0.2
1675,P10,0.2
1676,P10,0.2
1677,P10,0.2
1678,P10,0.2
1679,P10,0.2
1680,P10,0.2
1681,P10,0.2
1682,P10,0.2
1683,P10,0.2
1684,P10,0.2
1685,P10,0.2
1686,P10,0.2
1687,P10,0.2
1688,P10,0.2
1689,P10,0.2
1690,P10,0.2
1691,P10,0.2
1692,P10,0.2
1693,P10,0.2
1694,P10,0.2
1695,P10,0.2
1696,P10,0.2
1697,P10,0.2
1698,P10,0.2
1699,P10,0.2
1700,P10,0.2
1701,P10,0.2
1702,P10,0.2
1703,P10,0.2
1704,P10,0.2
1705,P10,0.2
1706,P10,0.2
1707,P10,0.2
1708,P10,0.2
1709,P10,0.2
1710,P10,0.2
1711,P10,0.2
1712,P10,0.2
1713,P10,0.2
1714,P10,0.2
1715,P10,0.2
1716,P10,0.2
1717,P10,0.2
1718,P10,0.2
1719,P10,0.2
1720,P10,0.2
1721,P10,0.2
1722,P10,0.2
1723,P10,0.2
1724,P10,0.2
1725,P10,0.2
1726,P10,0.2
1727,P10,0.2
1728,P10,0.2
1729,P10,0.2
1730,P10,0.2
1731,P10,0.2
1732,P10,0.2
1733,P10,0.2
1734,P10,0.2
1735,P10,0.2
1736,P10,0.2
1737,P10,0.2
1738,P10,0.2
1739,P10,0.2
1740,P10,0.2
1741,P10,0.2
1742,P10,0.2
1743,P10,0.2
1744,P10,0.2
1745,P10,0.2
1746,P10,0.2
1747,P10,0.2
1748,P10,0.2
1749,P10,0.2
1750,P10,0.2
1751,P10,0.2
1752,P10,0.2
1753,P10,0.2
1754,P10,0.2
1755,P10,0.2
1756,P10,0.2
1757,P10,0.2
1758,P10,0.2
1759,P10,0.2
1760,P10,0.2
1761,P10,0.2
1762,P10,0.2
1763,P10,0.2
1764,P10,0.2
1765,P10,0.2
1766,P10,0.2
1767,P10,0.2
1768,P10,0.2
1769,P10,0.2
1770,P10,0.2
1771,P10,0.2
1772,P10,0.2
1773,P10,0.2
1774,P10,0.2
1775,P10,0.2
1776,P10,0.2
1777,P10,0.2
1778,P10,0.2
1779,P10,0.2
1780,P10,0.2
1781,P10,0.2
1782,P10,0.2
1783,P10,0.2
1784,P10,0.2
1785,P10,0.2
1786,P10,0.2
1787,P10,0.2
1788,P10,0.2
1789,P10,0.2
1790,P10,0.2
1791,P10,0.2
1792,P10,0.2
1793,P10,0.2
1794,P10,0.2
1795,P10,0.2
1796,P10,0.2
1797,P10,0.2
1798,P10,0.2
1799,P10,0.2
1800,P10,0.2
1801,P10,0.2
1802,P10,0.2
1803,P10,0.2
1804,P10,0.2
1805,P10,0.2
1806,P10,0.2
1807,P10,0.2
1808,P10,0.2
1809,P10,0.2
1810,P10,0.2
1811,P10,0.2
1812,P10,0.2
1813,P10,0.2
1814,P10,0.2
1815,P10,0.2
1816,P10,0.2
1817,P10,0.2
1818,P10,0.2
1819,P10,0.2
1820,P10,0.2
1821,P10,0.2
1822,P10,0.2
1823,P10,0.2
1824,P10,0.2
1825,P10,0.2
1826,P10,0.2
1827,P10,0.2
1828,P10,0.2
1829,P10,0.2
1830,P10,0.2
1831,P10,0.2
1832,P10,0.2
1833,P10,0.2
1834,P10,0.2
1835,P10,0.2
1836,P10,0.2
1837,P10,0.2
1838,P10,0.2
1839,P10,0.2
1840,P10,0.2
1841,P10,0.2
1842,P10,0.2
1843,P10,0.2
1844,P10,0.2
1845,P10,0.2
1846,P10,0.2
1847,P10,0.2
1848,P10,0.2
1849,P10,0.2
1850,P10,0.2
1851,P10,0.2
1852,P10,0.2
1853,P10,0.2
1854,P10,0.2
1855,P10,0.2
1856,P10,0.2
1857,P10,0.2
1858,P10,0.2
1859,P10,0.2
1860,P10,0.2
1861,P10,0.2
1862,P10,0.2
1863,P10,0.2
1864,P10,0.2
1865,P10,0.2
1866,P10,0.2
1867,P10,0.2
1868,P10,0.2
1869,P10,0.2
1870,P10,0.2
1871,P10,0.2
1872,P10,0.2
1873,P10,0.2
1874,P10,0.2
1875,P10,0.2
1876,P10,0.2
1877,P10,0.2
1878,P10,0.2
1879,P10,0.2
1880,P10,0.2
1881,P10,0.2
1882,P10,0.2
1883,P10,0.2
1884,P10,0.2
1885,P10,0.2
1886,P10,0.2
1887,P10,0.2
1888,P10,0.2
1889,P10,0.2
1890,P10,0.2
1891,P10,0.2
1892,P10,0.2
1893,P10,0.2
1894,P10,0.2
1895,P10,0.2
1896,P10,0.2
1897,P10,0.2
1898,P10,0.2
1899,P10,0.2
1900,P10,0.2
1901,P10,0.2
1902,P10,0.2
1903,P10,0.2
1904,P10,0.2
1905,P10,0.2
1906,P10,0.2
1907,P10,0.2
1908,P10,0.2
1909,P10,0.2
1910,P10,0.2
1911,P10,0.2
1912,P10,0.2
1913,P10,0.2
1914,P10,0.2
1915,P10,0.2
1916,P10,0.2
1917,P10,0.2
1918,P10,0.2
1919,P10,0.2
1920,P10,0.2
1921,P10,0.2
1922,P10,0.2
1923,P10,0.2
1924,P10,0.2
1925,P10,0.2
1926,P10,0.2
1927,P10,0.2
1928,P10,0.2
1929,P10,0.2
1930,P10,0.2
1931,P10,0.2
1932,P10,0.2
1933,P10,0.2
1934,P10,0.2
1935,P10,0.2
1936,P10,0.2
1937,P10,0.2
1938,P10,0.2
1939,P10,0.2
1940,P10,0.2
1941,P10,0.2
1942,P10,0.2
1943,P10,0.2
1944,P10,0.2
1945,P10,0.2
1946,P10,0.2
1947,P10,0.2
1948,P10,0.2
1949,P10,0.2
1950,P10,0.2
1951,P10,0.2
1952,P10,0.2
1953,P10,0.2
1954,P10,0.2
1955,P10,0.2
1956,P10,0.2
1957,P10,0.2
1958,P10,0.2
1959,P10,0.2
1960,P10,0.2
1961,P10,0.2
1962,P10,0.2
1963,P10,0.2
1964,P10,0.2
1965,P10,0.2
1966,P10,0.2
1967,P10,0.2
1968,P10,0.2
1969,P10,0.2
1970,P10,0.2
1971,P10,0.2
1972,P10,0.2
1973,P10,0.2
1974,P10,0.2
1975,P10,0.2
1976,P10,0.2
1977,P10,0.2
1978,P10,0.2
1979,P10,0.2
1980,P10,0.2
1981,P10,0.2
1982,P10,0.2
1983,P10,0.2
1984,P10,0.2
1985,P10,0.2
1986,P10,0.2
1987,P10,0.2
1988,P10,0.2
1989,P10,0.2
1990,P10,0.2
1991,P10,0.2
1992,P10,0.2
1993,P10,0.2
1994,P10,0.2
1995,P10,0.2
1996,P10,0.2
1997,P10,0.2
1998,P10,0.2
1999,P10,0.2
2000,P10,0.2
2001,P10,0.2
2002,P10,0.2
2003,P10,0.2
2004,P10,0.2
2005,P10,0.2
2006,P10,0.2
2007,P10,0.2
2008,P10,0.2
2009,P10,0.2
2010,P10,0.2
2011,P10,0.2
2012,P10,0.2
2013,P10,0.2
2014,P10,0.2
2015,P10,0.2
2016,P10,0.2
2017,P10,0.2
2018,P10,0.2
2019,P10,0.2
2020,P10,0.2
2021,P10,0.2
2022,P10,0.2
2023,P10,0.2
2024,P10,0.2
2025,P10,0.2
2026,P10,0.2
2027,P10,0.2
2028,P10,0.2
2029,P10,0.2
2030,P10,0.2
2031,P10,0.2
2032,P10,0.2
2033,P10,0.2
2034,P10,0.2
2035,P10,0.2
2036,P10,0.2
2037,P10,0.2
2038,P10,0.2
2039,P10,0.2
2040,P10,0.2
2041,P10,0.2
2042,P10,0.2
2043,P10,0.2
2044,P10,0.2
2045,P10,0.2
2046,P10,0.2
2047,P10,0.2
2048,P10,0.2
2049,P10,0.2
2050,P10,0.2
2051,P10,0.2
2052,P10,0.2
2053,P10,0.2
2054,P10,0.2
2055,P10,0.2
2056,P10,0.2
2057,P10,0.2
2058,P10,0.2
2059,P10,0.2
2060,P10,0.2
2061,P10,0.2
2062,P10,0.2
2063,P10,0.2
2064,P10,0.2
2065,P10,0.2
2066,P10,0.2
2067,P10,0.2
2068,P10,0.2
2069,P10,0.2
2070,P10,0.2
2071,P10,0.2
2072,P10,0.2
2073,P10,0.2
2074,P10,0.2
2075,P10,0.2
2076,P10,0.2
2077,P10,0.2
2078,P10,0.2
2079,P10,0.2
2080,P10,0.2
2081,P10,0.2
2082,P10,0.2
2083,P10,0.2
2084,P10,0.2
2085,P10,0.2
2086,P10,0.2
2087,P10,0.2
2088,P10,0.2
2089,P10,0.2
2090,P10,0.2
2091,P10,0.2
2092,P10,0.2
2093,P10,0.2
2094,P10,0.2
2095,P10,0.2
2096,P10,0.2
2097,P10,0.2
2098,P10,0.2
2099,P10,0.2
2100,P10,0.2
2101,P10,0.2
2102,P10,0.2
2103,P10,0.2
2104,P10,0.2
2105,P10,0.2
2106,P10,0.2
2107,P10,0.2
2108,P10,0.2
2109,P10,0.2
2110,P10,0.2
2111,P10,0.2
2112,P10,0.2
2113,P10,0.2
2114,P10,0.2
2115,P10,0.2
2116,P10,0.2
2117,P10,0.2
2118,P10,0.2
2119,P10,0.2
2120,P10,0.2
2121,P10,0.2
2122,P10,0.2
2123,P10,0.2
2124,P10,0.2
2125,P10,0.2
2126,P10,0.2
2127,P10,0.2
2128,P10,0.2
2129,P10,0.2
2130,P10,0.2
2131,P10,0.2
2132,P10,0.2
2133,P10,0.2
2134,P10,0.2
2135,P10,0.2
2136,P10,0.2
2137,P10,0.2
2138,P10,0.2
2139,P10,0.2
2140,P10,0.2
2141,P10,0.2
2142,P10,0.2
2143,P10,0.2
2144,P10,0.2
2145,P10,0.2
2146,P10,0.2
2147,P10,0.2
2148,P10,0.2
2149,P10,0.2
2150,P10,0.2
2151,P10,0.2
2152,P10,0.2
2153,P10,0.2
2154,P10,0.2
2155,P10,0.2
2156,P10,0.2
2157,P10,0.2
2158,P10,0.2
2159,P10,0.2
2160,P10,0.2
2161,P10,0.2
2162,P10,0.2
2163,P10,0.2
2164,P10,0.2
2165,P10,0.2
2166,P10,0.2
2167,P10,0.2
2168,P10,0.2
2169,P10,0.2
2170,P10,0.2
2171,P10,0.2
2172,P10,0.2
2173,P10,0.2
2174,P10,0.2
2175,P10,0.2
2176,P10,0.2
2177,P10,0.2
2178,P10,0.2
2179,P10,0.2
2180,P10,0.2
2181,P10,0.2
2182,P10,0.2
2183,P10,0.2
2184,P10,0.2
2185,P10,0.2
2186,P10,0.2
2187,P10,0.2
2188,P10,0.2
2189,P10,0.2
2190,P10,0.2
2191,P10,0.2
2192,P10,0.2
2193,P10,0.2
2194,P10,0.2
2195,P10,0.2
2196,P10,0.2
2197,P10,0.2
2198,P10,0.2
2199,P10,0.2
2200,P10,0.2
2201,P10,0.2
2202,P10,0.2
2203,P10,0.2
2204,P10,0.2
2205,P10,0.2
2206,P10,0.2
2207,P10,0.2
2208,P10,0.2
2209,P10,0.2
2210,P10,0.2
2211,P10,0.2
2212,P10,0.2
2213,P10,0.2
2214,P10,0.2
2215,P10,0.2
2216,P10,0.2
2217,P10,0.2
2218,P10,0.2
2219,P10,0.2
2220,P10,0.2
2221,P10,0.2
2222,P10,0.2
2223,P10,0.2
2224,P10,0.2
2225,P10,0.2
2226,P10,0.2
2227,P10,0.2
2228,P10,0.2
2229,P10,0.2
2230,P10,0.2
2231,P10,0.2
2232,P10,0.2
2233,P10,0.2
2234,P10,0.2
2235,P10,0.2
2236,P10,0.2
2237,P10,0.2
2238,P10,0.2
2239,P10,0.2
2240,P10,0.2
2241,P10,0.2
2242,P10,0.2
2243,P10,0.2
2244,P10,0.2
2245,P10,0.2
2246,P10,0.2
2247,P10,0.2
2248,P10,0.2
2249,P10,0.2
2250,P10,0.2
2251,P10,0.2
2252,P10,0.2
2253,P10,0.2
2254,P10,0.2
2255,P10,0.2
2256,P10,0.2
2257,P10,0.2
2258,P10,0.2
2259,P10,0.2
2260,P10,0.2
2261,P10,0.2
2262,P10,0.2
2263,P10,0.2
2264,P10,0.2
2265,P10,0.2
2266,P10,0.2
2267,P10,0.2
2268,P10,0.2
2269,P10,0.2
2270,P10,0.2
2271,P10,0.2
2272,P10,0.2
2273,P10,0.2
2274,P10,0.2
2275,P10,0.2
2276,P10,0.2
2277,P10,0.2
2278,P10,0.2
2279,P10,0.2
2280,P10,0.2
2281,P10,0.2
2282,P10,0.2
2283,P10,0.2
2284,P10,0.2
2285,P10,0.2
2286,P10,0.2
2287,P10,0.2
2288,P10,0.2
2289,P10,0.2
2290,P10,0.2
2291,P10,0.2
2292,P10,0.2
2293,P10,0.2
2294,P10,0.2
2295,P10,0.2
2296,P10,0.2
2297,P10,0.2
2298,P10,0.2
2299,P10,0.2
2300,P10,0.2
2301,P10,0.2
2302,P10,0.2
2303,P10,0.2
2304,P10,0.2
2305,P10,0.2
2306,P10,0.2
2307,P10,0.2
2308,P10,0.2
2309,P10,0.2
2310,P10,0.2
2311,P10,0.2
2312,P10,0.2
2313,P10,0.2
2314,P10,0.2
2315,P10,0.2
2316,P10,0.2
2317,P10,0.2
2318,P10,0.2
2319,P10,0.2
2320,P10,0.2
2321,P10,0.2
2322,P10,0.2
2323,P10,0.2
2324,P10,0.2
2325,P10,0.2
2326,P10,0.2
2327,P10,0.2
2328,P10,0.2
2329,P10,0.2
2330,P10,0.2
2331,P10,0.2
2332,P10,0.2
2333,P10,0.2
2334,P10,0.2
2335,P10,0.2
2336,P10,0.2
2337,P10,0.2
2338,P10,0.2
2339,P10,0.2
2340,P10,0.2
2341,P10,0.2
2342,P10,0.2
2343,P10,0.2
2344,P10,0.2
2345,P10,0.2
2346,P10,0.2
2347,P10,0.2
2348,P10,0.2
2349,P10,0.2
2350,P10,0.2
2351,P10,0.2
2352,P10,0.2
2353,P10,0.2
2354,P10,0.2
2355,P10,0.2
2356,P10,0.2
2357,P10,0.2
2358,P10,0.2
2359,P10,0.2
2360,P10,0.2
2361,P10,0.2
2362,P10,0.2
2363,P10,0.2
2364,P10,0.2
2365,P10,0.2
2366,P10,0.2
2367,P10,0.2
2368,P10,0.2
2369,P10,0.2
2370,P10,0.2
2371,P10,0.2
2372,P10,0.2
2373,P10,0.2
2374,P10,0.2
2375,P10,0.2
2376,P10,0.2
2377,P10,0.2
2378,P10,0.2
2379,P10,0.2
2380,P10,0.2
2381,P10,0.2
2382,P10,0.2
2383,P10,0.2
2384,P10,0.2
2385,P10,0.2
2386,P10,0.2
2387,P10,0.2
2388,P10,0.2
2389,P10,0.2
2390,P10,0.2
2391,P10,0.2
2392,P10,0.2
2393,P10,0.2
2394,P10,0.2
2395,P10,0.2
2396,P10,0.2
2397,P10,0.2
2398,P10,0.2
2399,P10,0.2
2400,P10,0.2
2401,P10,0.2
2402,P10,0.2
2403,P10,0.2
2404,P10,0.2
2405,P10,0.2
2406,P10,0.2
2407,P10,0.2
2408,P10,0.2
2409,P10,0.2
2410,P10,0.2
2411,P10,0.2
2412,P10,0.2
2413,P10,0.2
2414,P10,0.2
2415,P10,0.2
2416,P10,0.2
2417,P10,0.2
2418,P10,0.2
2419,P10,0.2
2420,P10,0.2
2421,P10,0.2
2422,P10,0.2
2423,P10,0.2
2424,P10,0.2
2425,P10,0.2
2426,P10,0.2
2427,P10,0.2
2428,P10,0.2
2429,P10,0.2
2430,P10,0.2
2431,P10,0.2
2432,P10,0.2
2433,P10,0.2
2434,P10,0.2
2435,P10,0.2
2436,P10,0.2
2437,P10,0.2
2438,P10,0.2
2439,P10,0.2
2440,P10,0.2
2441,P10,0.2
2442,P10,0.2
2443,P10,0.2
2444,P10,0.2
2445,P10,0.2
2446,P10,0.2
2447,P10,0.2
2448,P10,0.2
2449,P10,0.2
2450,P10,0.2
2451,P10,0.2
2452,P10,0.2
2453,P10,0.2
2454,P10,0.2
2455,P10,0.2
2456,P10,0.2
2457,P10,0.2
2458,P10,0.2
2459,P10,0.2
2460,P10,0.2
2461,P10,0.2
2462,P10,0.2
2463,P10,0.2
2464,P10,0.2
2465,P10,0.2
2466,P10,0.2
2467,P10,0.2
2468,P10,0.2
2469,P10,0.2
2470,P10,0.2
2471,P10,0.2
2472,P10,0.2
2473,P10,0.2
2474,P10,0.2
2475,P10,0.2
2476,P10,0.2
2477,P10,0.2
2478,P10,0.2
2479,P10,0.2
2480,P10,0.2
2481,P10,0.2
2482,P10,0.2
2483,P10,0.2
2484,P10,0.2
2485,P10,0.2
2486,P10,0.2
2487,P10,0.2
2488,P10,0.2
2489,P10,0.2
2490,P10,0.2
2491,P10,0.2
2492,P10,0.2
2493,P10,0.2
2494,P10,0.2
2495,P10,0.2
2496,P10,0.2
2497,P10,0.2
2498,P10,0.2
2499,P10,0.2
2500,P10,0.2
2501,P10,0.2
2502,P10,0.2
2503,P10,0.2
2504,P10,0.2
2505,P10,0.2
2506,P10,0.2
2507,P10,0.2
2508,P10,0.2
2509,P10,0.2
2510,P10,0.2
2511,P10,0.2
2512,P10,0.2
2513,P10,0.2
2514,P10,0.2
2515,P10,0.2
2516,P10,0.2
2517,P10,0.2
2518,P10,0.2
2519,P10,0.2
2520,P10,0.2
2521,P10,0.2
2522,P10,0.2
2523,P10,0.2
2524,P10,0.2
2525,P10,0.2
2526,P10,0.2
2527,P10,0.2
2528,P10,0.2
2529,P10,0.2
2530,P10,0.2
2531,P10,0.2
2532,P10,0.2
2533,P10,0.2
2534,P10,0.2
2535,P10,0.2
2536,P10,0.2
2537,P10,0.2
2538,P10,0.2
2539,P10,0.2
2540,P10,0.2
2541,P10,0.2
2542,P10,0.2
2543,P10,0.2
2544,P10,0.2
2545,P10,0.2
2546,P10,0.2
2547,P10,0.2
2548,P10,0.2
2549,P10,0.2
2550,P10,0.2
2551,P10,0.2
2552,P10,0.2
2553,P10,0.2
2554,P10,0.2
2555,P10,0.2
2556,P10,0.2
2557,P10,0.2
2558,P10,0.2
2559,P10,0.2
2560,P10,0.2
2561,P10,0.2
2562,P10,0.2
2563,P10,0.2
2564,P10,0.2
2565,P10,0.2
2566,P10,0.2
2567,P10,0.2
2568,P10,0.2
2569,P10,0.2
2570,P10,0.2
2571,P10,0.2
2572,P10,0.2
2573,P10,0.2
2574,P10,0.2
2575,P10,0.2
2576,P10,0.2
2577,P10,0.2
2578,P10,0.2
2579,P10,0.2
2580,P10,0.2
2581,P10,0.2
2582,P10,0.2
2583,P10,0.2
2584,P10,0.2
2585,P10,0.2
2586,P10,0.2
2587,P10,0.2
2588,P10,0.2
2589,P10,0.2
2590,P10,0.2
2591,P10,0.2
2592,P10,0.2
2593,P10,0.2
2594,P10,0.2
2595,P10,0.2
2596,P10,0.2
2597,P10,0.2
2598,P10,0.2
2599,P10,0.2
2600,P10,0.2
2601,P10,0.2
2602,P10,0.2
2603,P10,0.2
2604,P10,0.2
2605,P10,0.2
2606,P10,0.2
2607,P10,0.2
2608,P10,0.2
2609,P10,0.2
2610,P10,0.2
2611,P10,0.2
2612,P10,0.2
2613,P10,0.2
2614,P10,0.2
2615,P10,0.2
2616,P10,0.2
2617,P10,0.2
2618,P10,0.2
2619,P10,0.2
2620,P10,0.2
2621,P10,0.2
2622,P10,0.2
2623,P10,0.2
2624,P10,0.2
2625,P10,0.2
2626,P10,0.2
2627,P10,0.2
2628,P10,0.2
2629,P10,0.2
2630,P10,0.2
2631,P10,0.2
2632,P10,0.2
2633,P10,0.2
2634,P10,0.2
2635,P10,0.2
2636,P10,0.2
2637,P10,0.2
2638,P10,0.2
2639,P10,0.2
2640,P10,0.2
2641,P10,0.2
2642,P10,0.2
2643,P10,0.2
2644,P10,0.2
2645,P10,0.2
2646,P10,0.2
2647,P10,0.2
2648,P10,0.2
2649,P10,0.2
2650,P10,0.2
2651,P10,0.2
2652,P10,0.2
2653,P10,0.2
2654,P10,0.2
2655,P10,0.2
2656,P10,0.2
2657,P10,0.2
2658,P10,0.2
2659,P10,0.2
2660,P10,0.2
2661,P10,0.2
2662,P10,0.2
2663,P10,0.2
2664,P10,0.2
2665,P10,0.2
2666,P10,0.2
2667,P10,0.2
2668,P10,0.2
2669,P10,0.2
2670,P10,0.2
2671,P10,0.2
2672,P10,0.2
2673,P10,0.2
2674,P10,0.2
2675,P10,0.2
2676,P10,0.2
2677,P10,0.2
2678,P10,0.2
2679,P10,0.2
2680,P10,0.2
2681,P10,0.2
2682,P10,0.2
2683,P10,0.2
2684,P10,0.2
2685,P10,0.2
2686,P10,0.2
2687,P10,0.2
2688,P10,0.2
2689,P10,0.2
2690,P10,0.2
2691,P10,0.2
2692,P10,0.2
2693,P10,0.2
2694,P10,0.2
2695,P10,0.2
2696,P10,0.2
2697,P10,0.2
2698,P10,0.2
2699,P10,0.2
2700,P10,0.2
2701,P10,0.2
2702,P10,0.2
2703,P10,0.2
2704,P10,0.2
2705,P10,0.2
2706,P10,0.2
2707,P10,0.2
2708,P10,0.2
2709,P10,0.2
2710,P10,0.2
2711,P10,0.2
2712,P10,0.2
2713,P10,0.2
2714,P10,0.2
2715,P10,0.2
2716,P10,0.2
2717,P10,0.2
2718,P10,0.2
2719,P10,0.2
2720,P10,0.2
2721,P10,0.2
2722,P10,0.2
2723,P10,0.2
2724,P10,0.2
2725,P10,0.2
2726,P10,0.2
2727,P10,0.2
2728,P10,0.2
2729,P10,0.2
2730,P10,0.2
2731,P10,0.2
2732,P10,0.2
2733,P10,0.2
2734,P10,0.2
2735,P10,0.2
2736,P10,0.2
2737,P10,0.2
2738,P10,0.2
2739,P10,0.2
2740,P10,0.2
2741,P10,0.2
2742,P10,0.2
2743,P10,0.2
2744,P10,0.2
2745,P10,0.2
2746,P10,0.2
2747,P10,0.2
2748,P10,0.2
2749,P10,0.2
2750,P10,0.2
2751,P10,0.2
2752,P10,0.2
2753,P10,0.2
2754,P10,0.2
2755,P10,0.2
2756,P10,0.2
2757,P10,0.2
2758,P10,0.2
2759,P10,0.2
2760,P10,0.2
2761,P10,0.2
2762,P10,0.2
2763,P10,0.2
2764,P10,0.2
2765,P10,0.2
2766,P10,0.2
2767,P10,0.2
2768,P10,0.2
2769,P10,0.2
2770,P10,0.2
2771,P10,0.2
2772,P10,0.2
2773,P10,0.2
2774,P10,0.2
2775,P10,0.2
2776,P10,0.2
2777,P10,0.2
2778,P10,0.2
2779,P10,0.2
2780,P10,0.2
2781,P10,0.2
2782,P10,0.2
2783,P10,0.2
2784,P10,0.2
2785,P10,0.2
2786,P10,0.2
2787,P10,0.2
2788,P10,0.2
2789,P10,0.2
2790,P10,0.2
2791,P10,0.2
2792,P10,0.2
2793,P10,0.2
2794,P10,0.2
2795,P10,0.2
2796,P10,0.2
2797,P10,0.2
2798,P10,0.2
2799,P10,0.2
2800,P10,0.2
2801,P10,0.2
2802,P10,0.2
2803,P10,0.2
2804,P10,0.2
2805,P10,0.2
2806,P10,0.2
2807,P10,0.2
2808,P10,0.2
2809,P10,0.2
2810,P10,0.2
2811,P10,0.2
2812,P10,0.2
2813,P10,0.2
2814,P10,0.2
2815,P10,0.2
2816,P10,0.2
2817,P10,0.2
2818,P10,0.2
2819,P10,0.2
2820,P10,0.2
2821,P10,0.2
2822,P10,0.2
2823,P10,0.2
2824,P10,0.2
2825,P10,0.2
2826,P10,0.2
2827,P10,0.2
2828,P10,0.2
2829,P10,0.2
2830,P10,0.2
2831,P10,0.2
2832,P10,0.2
2833,P10,0.2
2834,P10,0.2
2835,P10,0.2
2836,P10,0.2
2837,P10,0.2
2838,P10,0.2
2839,P10,0.2
2840,P10,0.2
2841,P10,0.2
2842,P10,0.2
2843,P10,0.2
2844,P10,0.2
2845,P10,0.2
2846,P10,0.2
2847,P10,0.2
2848,P10,0.2
2849,P10,0.2
2850,P10,0.2
2851,P10,0.2
2852,P10,0.2
2853,P10,0.2
2854,P10,0.2
2855,P10,0.2
2856,P10,0.2
2857,P10,0.2
2858,P10,0.2
2859,P10,0.2
2860,P10,0.2
2861,P10,0.2
2862,P10,0.2
2863,P10,0.2
2864,P10,0.2
2865,P10,0.2
2866,P10,0.2
2867,P10,0.2
2868,P10,0.2
2869,P10,0.2
2870,P10,0.2
2871,P10,0.2
2872,P10,0.2
2873,P10,0.2
2874,P10,0.2
2875,P10,0.2
2876,P10,0.2
2877,P10,0.2
2878,P10,0.2
2879,P10,0.2
2880,P10,0.2
2881,P10,0.2
2882,P10,0.2
2883,P10,0.2
2884,P10,0.2
2885,P10,0.2
2886,P10,0.2
2887,P10,0.2
2888,P10,0.2
2889,P10,0.2
2890,P10,0.2
2891,P10,0.2
2892,P10,0.2
2893,P10,0.2
2894,P10,0.2
2895,P10,0.2
2896,P10,0.2
2897,P10,0.2
